SOURCE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RESPOSTAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;HIT AND MISS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RESULT;;;
Source;Response;data_class_smell;large_class_smell;lazy_class_smell;open_close_principle_violation;speculative_generality_smell;alternative_classes_with_different_interfaces_smell;interface_segregation_principle_violation;middle_man_smell;long_method_smell;long_parameter_list_smell;switch_statements_smell;comments_smell;data_clumps_smell;dead_code_smell;divergent_change_smell;primitive_obsession_smell;temporary_fields_smell;single_responsability_principle_violation;parallel_inheritance_hierarchies_smell;refused_bequest_smell;dependency_inversion_principle_violation;liskov_substitution_principle_violation;duplicate_code_smell;feature_envy_smell;inappropriate_intimacy_smell;message_chains_smell;shotgun_surgery_smell;demeter_law_violation;tell_dont_ask_principle_violation;LLM;data_class_smell;large_class_smell;lazy_class_smell;open_close_principle_violation;speculative_generality_smell;alternative_classes_with_different_interfaces_smell;interface_segregation_principle_violation;middle_man_smell;long_method_smell;long_parameter_list_smell;switch_statements_smell;comments_smell;data_clumps_smell;dead_code_smell;divergent_change_smell;primitive_obsession_smell;temporary_fields_smell;single_responsability_principle_violation;parallel_inheritance_hierarchies_smell;refused_bequest_smell;dependency_inversion_principle_violation;liskov_substitution_principle_violation;duplicate_code_smell;feature_envy_smell;inappropriate_intimacy_smell;message_chains_smell;shotgun_surgery_smell;demeter_law_violation;tell_dont_ask_principle_violation;data_class_smell;large_class_smell;lazy_class_smell;open_close_principle_violation;speculative_generality_smell;alternative_classes_with_different_interfaces_smell;interface_segregation_principle_violation;middle_man_smell;long_method_smell;long_parameter_list_smell;switch_statements_smell;comments_smell;data_clumps_smell;dead_code_smell;divergent_change_smell;primitive_obsession_smell;temporary_fields_smell;single_responsability_principle_violation;parallel_inheritance_hierarchies_smell;refused_bequest_smell;dependency_inversion_principle_violation;liskov_substitution_principle_violation;duplicate_code_smell;feature_envy_smell;inappropriate_intimacy_smell;message_chains_smell;shotgun_surgery_smell;demeter_law_violation;tell_dont_ask_principle_violation;TP;TN;FP;FN
28;122;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;TP;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;FP;FP;TN;FP;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;2;22;5;0
28;123;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gpt-4.1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;TP;TP;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;FP;TN;FP;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;FP;2;21;6;0
28;124;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;deepseek v3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;TP;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;2;26;1;0
29;125;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;TP;TP;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TP;TN;FP;FP;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;4;21;4;0
29;126;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;TP;TP;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TP;TN;FP;FP;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;4;21;4;0
29;127;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;gpt-4.1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;1;TP;TP;TN;TN;TN;TN;FP;TN;TN;FP;TN;TN;TP;TN;FP;TN;TN;TP;TN;TN;FP;TN;TN;TN;TN;TN;FP;TN;FP;4;19;6;0
29;128;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;deepseek v3;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;TP;TP;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TP;TN;TN;FP;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;4;22;3;0
30;129;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;0;1;0;0;0;1;0;0;TP;TP;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;FP;TN;FP;FP;TN;FP;TN;TN;TN;TN;FP;TN;TN;TN;FP;TN;TN;3;20;6;0
30;130;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;TP;TP;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;FP;TN;FP;FP;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;3;22;4;0
30;131;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gpt-4.1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FN;TP;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;2;25;1;1
30;132;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;deepseek v3;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;TP;TP;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;FP;TN;TN;FP;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;3;22;4;0
31;133;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;TP;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;2;25;2;0
31;134;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;TP;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;2;25;2;0
31;135;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gpt-4.1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TP;TN;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;27;0;1
31;136;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;deepseek v3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;TP;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;2;26;1;0
32;137;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;TP;TN;TP;TN;TN;TN;TN;FP;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;FP;2;23;4;0
32;138;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;TP;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;FP;2;25;2;0
32;139;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gpt-4.1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;TP;TN;TP;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;FP;2;24;3;0
32;140;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;deepseek v3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;27;0;1
33;141;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;TP;TN;TP;TN;TN;TN;TN;FP;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;2;24;3;0
33;142;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;TP;TN;TP;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;2;25;2;0
33;143;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gpt-4.1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;TP;TN;FN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;FP;TN;FP;FP;1;22;5;1
33;144;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;deepseek v3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TP;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;2;27;0;0
34;145;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;0;0;0;1;0;0;0;0;1;0;1;1;0;0;1;1;0;1;0;0;1;0;0;1;1;0;1;1;1;TN;TN;TN;FP;TN;TN;TN;TN;TP;TN;FP;FP;TN;TN;FP;FP;TN;FP;TN;TN;FP;TN;TN;FP;FP;TN;FP;FP;FP;1;16;12;0
34;146;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;0;0;0;1;0;0;0;0;1;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;TN;TN;TN;FP;TN;TN;TN;TN;TP;TN;TN;FP;FP;TN;FP;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;FP;FP;FP;1;20;8;0
34;147;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gpt-4.1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;1;1;0;TN;TN;TN;TN;TN;TN;TN;FP;TP;TN;TN;TN;TN;TN;FP;TN;TN;FP;TN;TN;FP;TN;TN;FP;TN;FP;FP;FP;TN;1;20;8;0
34;148;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;deepseek v3;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;TN;TN;TN;FP;TN;TN;TN;TN;TP;TN;FP;TN;TN;TN;FP;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;FP;FP;1;22;6;0
35;149;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;1;1;0;1;1;TN;TN;TN;FP;TN;TN;TN;TN;TP;TN;TN;FP;TN;TN;FP;TN;TN;FP;TN;TN;FP;TN;TN;FP;FP;FP;TN;FP;FP;1;18;10;0
35;150;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;FP;TN;TN;FP;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;FP;1;24;4;0
35;151;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gpt-4.1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;FP;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;26;2;0
35;152;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;deepseek v3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;28;0;0
36;153;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;1;1;0;1;1;TN;TN;TN;FP;TN;TN;TN;TN;TP;TN;TN;FP;TN;TN;FP;TN;TN;FP;TN;TN;FP;TN;TN;FP;FP;FP;TN;FP;FP;1;18;10;0
36;154;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;TN;TN;TN;FP;TN;TN;TN;TN;TP;TN;TN;FP;TN;TN;FP;TN;TN;FP;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;FP;1;22;6;0
36;155;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gpt-4.1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;TN;FP;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;FP;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;25;3;0
36;156;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;deepseek v3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;28;0;0
37;157;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;TP;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;FP;FP;TN;TN;FP;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;2;23;4;0
37;158;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;TP;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;FP;TN;TN;FP;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;2;24;3;0
37;159;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gpt-4.1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;27;0;1
37;160;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;deepseek v3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;TP;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;2;26;1;0
38;161;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;TP;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;FP;TP;TN;TN;FP;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;4;23;2;0
38;162;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;TP;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TP;TN;TN;FP;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;4;24;1;0
38;163;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;gpt-4.1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TP;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;FN;TN;TN;TN;TN;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;2;25;0;2
38;164;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;deepseek v3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;TP;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;FN;TN;TN;FP;TN;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;2;24;1;2
39;165;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;TP;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;FP;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;2;25;2;0
39;166;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;TP;FP;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;FP;TN;FP;FP;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;2;21;6;0
39;167;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gpt-4.1;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TP;FP;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;2;25;2;0
39;168;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;deepseek v3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;TP;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;2;26;1;0
40;169;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;claude 3.7 sonnet;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;TP;TN;TN;TN;TN;TN;TN;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;FP;FP;2;24;2;1
40;170;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;gemini 2.0 flash;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;TP;TN;TN;TN;TN;TN;TN;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;FP;FP;2;24;2;1
40;171;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;gpt-4.1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;TP;TN;TN;TN;TN;TN;TN;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;FP;FP;2;24;2;1
40;172;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;deepseek v3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;FN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FN;TN;FP;FP;1;24;2;2
41;173;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;claude 3.7 sonnet;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;FP;TN;FN;TN;TN;TN;TN;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TP;TN;FP;FP;1;22;4;2
41;174;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;gemini 2.0 flash;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;FP;TN;FN;TN;TN;TN;TN;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;FP;FP;1;23;3;2
41;175;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;gpt-4.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;TN;TN;FN;TN;TN;TN;TN;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;FP;FP;1;24;2;2
41;176;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;deepseek v3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;FP;TN;FN;TN;TN;TN;TN;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;FP;FP;1;23;3;2
42;177;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;claude 3.7 sonnet;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;FP;TN;TN;TN;TN;TN;TN;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;FP;FP;1;24;3;1
42;178;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;gemini 2.0 flash;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;FP;TN;TN;TN;TN;TN;TN;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;FP;FP;1;24;3;1
